1
678
0.349020 0.372549 0.360784 1.000000 0.000000 0.003500 0.000000 0.007500 -0.141349 -0.092427
0.349020 0.372549 0.360784 1.000000 0.000000 0.003500 0.000000 0.007500 -0.141349 -0.077427
0.349020 0.372549 0.360784 1.000000 0.000000 0.003500 0.000000 -0.007500 -0.141349 -0.077427
0.349020 0.372549 0.360784 1.000000 0.000000 0.003500 0.000000 -0.007500 -0.141349 -0.092427
0.349020 0.372549 0.360784 1.000000 0.000000 0.003500 0.000000 0.007500 -0.141349 -0.092427
0.349020 0.372549 0.360784 1.000000 0.000000 0.003500 0.000000 -0.007500 -0.141349 -0.077427
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 -0.007460 0.005915 -0.148349 -0.090862
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 -0.007460 -0.007500 -0.141349 -0.092427
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 -0.007460 -0.005915 -0.148349 -0.090862
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 -0.007460 0.007500 -0.141349 -0.092427
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 -0.007460 -0.007500 -0.141349 -0.092427
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 -0.007460 0.005915 -0.148349 -0.090862
0.349020 0.372549 0.360784 1.000000 -0.007458 -0.000368 0.000000 -0.005915 -0.148349 -0.090862
0.349020 0.372549 0.360784 1.000000 -0.007458 -0.000368 0.000000 -0.007500 -0.141349 -0.092427
0.349020 0.372549 0.360784 1.000000 -0.007458 -0.000368 0.000000 -0.007500 -0.141349 -0.077427
0.349020 0.372549 0.360784 1.000000 -0.007458 -0.000368 0.000000 -0.005915 -0.148349 -0.078992
0.349020 0.372549 0.360784 1.000000 -0.007458 -0.000368 0.000000 -0.005915 -0.148349 -0.090862
0.349020 0.372549 0.360784 1.000000 -0.007458 -0.000368 0.000000 -0.007500 -0.141349 -0.077427
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 0.007460 0.005915 -0.148349 -0.078992
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 0.007460 -0.005915 -0.148349 -0.078992
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 0.007460 -0.007500 -0.141349 -0.077427
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 0.007460 0.007500 -0.141349 -0.077427
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 0.007460 0.005915 -0.148349 -0.078992
0.349020 0.372549 0.360784 1.000000 0.000000 -0.000363 0.007460 -0.007500 -0.141349 -0.077427
0.349020 0.372549 0.360784 1.000000 0.007458 -0.000368 0.000000 0.005915 -0.148349 -0.078992
0.349020 0.372549 0.360784 1.000000 0.007458 -0.000368 0.000000 0.007500 -0.141349 -0.077427
0.349020 0.372549 0.360784 1.000000 0.007458 -0.000368 0.000000 0.007500 -0.141349 -0.092427
0.349020 0.372549 0.360784 1.000000 0.007458 -0.000368 0.000000 0.005915 -0.148349 -0.090862
0.349020 0.372549 0.360784 1.000000 0.007458 -0.000368 0.000000 0.005915 -0.148349 -0.078992
0.349020 0.372549 0.360784 1.000000 0.007458 -0.000368 0.000000 0.007500 -0.141349 -0.092427
0.349020 0.372549 0.360784 1.000000 0.000000 -0.003500 0.000000 -0.005915 -0.148349 -0.090862
0.349020 0.372549 0.360784 1.000000 0.000000 -0.003500 0.000000 -0.005915 -0.148349 -0.078992
0.349020 0.372549 0.360784 1.000000 0.000000 -0.003500 0.000000 0.005915 -0.148349 -0.078992
0.349020 0.372549 0.360784 1.000000 0.000000 -0.003500 0.000000 0.005915 -0.148349 -0.090862
0.349020 0.372549 0.360784 1.000000 0.000000 -0.003500 0.000000 -0.005915 -0.148349 -0.090862
0.349020 0.372549 0.360784 1.000000 0.000000 -0.003500 0.000000 0.005915 -0.148349 -0.078992
0.898039 0.019608 0.062745 1.000000 0.000000 0.005000 0.000000 0.005000 -0.141349 -0.089927
0.898039 0.019608 0.062745 1.000000 0.000000 0.005000 0.000000 0.005000 -0.141349 -0.079927
0.898039 0.019608 0.062745 1.000000 0.000000 0.005000 0.000000 -0.005000 -0.141349 -0.079927
0.898039 0.019608 0.062745 1.000000 0.000000 0.005000 0.000000 -0.005000 -0.141349 -0.089927
0.898039 0.019608 0.062745 1.000000 0.000000 0.005000 0.000000 0.005000 -0.141349 -0.089927
