1
1290
0.862745 0.588235 0.588235 1.000000 0.006821 0.003455 0.026022 -0.015429 -0.086829 -0.089110
0.862745 0.588235 0.588235 1.000000 0.013160 -0.007944 0.008304 -0.015563 -0.072610 -0.086558
0.862745 0.588235 0.588235 1.000000 0.005143 0.001033 0.029544 -0.008959 -0.072610 -0.100167
0.862745 0.588235 0.588235 1.000000 0.007865 0.003781 0.023693 -0.015429 -0.086829 -0.089110
0.862745 0.588235 0.588235 1.000000 0.017004 -0.011933 -0.011643 -0.018418 -0.080939 -0.077237
0.862745 0.588235 0.588235 1.000000 0.014502 -0.007240 0.003585 -0.015563 -0.072610 -0.086558
0.862745 0.588235 0.588235 1.000000 0.007777 0.003390 0.023930 -0.015429 -0.086829 -0.089110
0.862745 0.588235 0.588235 1.000000 0.017760 0.007968 -0.014526 -0.019505 -0.092717 -0.076382
0.862745 0.588235 0.588235 1.000000 0.016843 -0.012709 -0.011182 -0.018418 -0.080939 -0.077237
0.862745 0.588235 0.588235 1.000000 0.006818 0.007009 0.025555 -0.015429 -0.086829 -0.089110
0.862745 0.588235 0.588235 1.000000 0.010273 0.027420 0.004599 -0.012846 -0.101046 -0.085062
0.862745 0.588235 0.588235 1.000000 0.016476 0.015500 -0.011600 -0.019505 -0.092717 -0.076382
0.862745 0.588235 0.588235 1.000000 0.007246 0.007082 0.024614 -0.015429 -0.086829 -0.089110
0.862745 0.588235 0.588235 1.000000 0.007065 0.020401 0.019918 -0.007691 -0.101046 -0.099526
0.862745 0.588235 0.588235 1.000000 0.010777 0.027207 0.002994 -0.012846 -0.101046 -0.085062
0.862745 0.588235 0.588235 1.000000 0.006240 0.004648 0.027117 -0.015429 -0.086829 -0.089110
0.862745 0.588235 0.588235 1.000000 0.004827 0.000403 0.030153 -0.003750 -0.092717 -0.106068
0.862745 0.588235 0.588235 1.000000 0.005775 0.017180 0.024487 -0.007691 -0.101046 -0.099526
0.862745 0.588235 0.588235 1.000000 0.006152 0.003564 0.027407 -0.015429 -0.086829 -0.089110
0.862745 0.588235 0.588235 1.000000 0.003204 0.003410 0.032902 -0.003387 -0.080939 -0.105000
0.862745 0.588235 0.588235 1.000000 0.004693 -0.000925 0.030395 -0.003750 -0.092717 -0.106068
0.862745 0.588235 0.588235 1.000000 0.005959 0.005423 0.027591 -0.015429 -0.086829 -0.089110
0.862745 0.588235 0.588235 1.000000 0.004049 0.003446 0.031434 -0.008959 -0.072610 -0.100167
0.862745 0.588235 0.588235 1.000000 0.002851 0.006654 0.033100 -0.003387 -0.080939 -0.105000
0.862745 0.588235 0.588235 1.000000 0.005135 -0.000186 0.029572 -0.008959 -0.072610 -0.100167
0.862745 0.588235 0.588235 1.000000 0.013095 -0.009713 0.007989 -0.015563 -0.072610 -0.086558
0.862745 0.588235 0.588235 1.000000 0.011321 -0.004787 0.014716 -0.019482 -0.060892 -0.073989
0.862745 0.588235 0.588235 1.000000 0.011952 0.001646 0.013156 -0.005125 -0.060557 -0.108155
0.862745 0.588235 0.588235 1.000000 0.005499 0.001453 0.028843 -0.008959 -0.072610 -0.100167
0.862745 0.588235 0.588235 1.000000 0.011693 -0.002607 0.013870 -0.019482 -0.060892 -0.073989
0.862745 0.588235 0.588235 1.000000 0.016024 -0.001618 -0.001903 -0.015563 -0.072610 -0.086558
